,Text,label
898,তোর এই মুখ বাকানি দেখলেই মাথা টা গরম হয়ে যায়,1
899,তিনজন পছন্দের মানুষ এক ফ্রেমে,0
900,কাজল চোখের মেয়ে,0
901,একটা মেয়েকেও দেখতে ভালো লাগে না,1
902,বিলকিস জরিনা সবাই নায়িকা হয়ে যাচ্ছে।,1
903,প্রতিবন্ধী মহিলা,1
904,সালার প্রতিবন্ধী কনাকার,1
905,ভালোবাসার আরেক নাম মেজাবিন  আপু,0
906,একসময় কার লাক্স সুপার স্টার আজকেই হাওয়া মুভির কারনে তার সঠিক দাম মান পেল।,0
907,জানোয়ার আর এ লোকের চেহারা অবিকল কেমনে পসিবল।,1
908,বেয়াদব বেটি যে,1
909,ওলে বাবালে ঢঙ্গি কোথাকার,1
910,তুই বেটা বুজবি কি ঠিক ভুলের সারাদিন তো মেয়ে মানুষ নিয়ে পড়ে থাকছ। আর ইসলাম কি বলছে আর তুই কি করছ পাগল ছাগল।,1
911,কাজল চোখের মেয়ে,0
912,"হাতি চাচি, কেমন আছ???",1
914,BCS দেওয়ার ইচছা আছে খুব,0
915,হাসিতে পাগল হয়ে যাই,0
916,সোনা পাখিটা,0
917,কিরিম।দিয়া কালা।হমু,1
918,~আমাকে খুজতে আইসনা হাজারে,0
919,পাগল পেত্নীর মতো,1
920,বালের মহিলা একটা,1
921,সেলিব্রিটি,0
922,এবাবে তাকিয়ে থেকো না ভয় লাগে। দেখতে কাল নাগের মতো লাগছে।,0
923,উপরে ফিট ফাট ভিতরে কাইল্লা ককডাস,1
924,জুতা দিয়ে পিডাইয়া শিক্ষা করে পেলব বেয়াদব মাইয়া,1
925,ডানা ভাই মোটার জন্য লাফ টা ঠিক মতো কপি করা হয় নি,1
926,চাকমা হইয়া গেসেন,1
927,ডিজাইনার খাসী আপুর আছে ডিজাইনার শিং এবং ডিজাইনার দাড়ি,1
928,"আজকে ফাইনালি দেখা হলো স্যারের সাথে, সেরা একটা প্রতিভাবান মানুষ আপনি, আপনার প্রতিটি কথা প্রশংসনীয়",0
929,মাদারবোর্ড নিজে সোজা হয়ে দাড়াতে পারেনা সে কি বালের মডেল বানাইব বুঝিনা,1
930,যেখানে ক্রিম আপার মতো বড়লোক মানুষ এতো এতো মেকআপ নিজে মাখে আবার অন্যদের মাখায় সেখানে গরিবদের ভাগে না পরা টা অ সাভাবিক কিছু না,1
931,ওয়াও অনেক সুন্দর লাগছে সবাইকে এক সাথে,0
932,পা গুলো ধবধবে সাদা।,1
933,এ হাওয়া আমায় ওর কাছে নিয়ে যাও,0
934,"আপা মুখ টা ভালো করে ধুয়ে আসেন, আপনার কাইলা চেহারা দেখে ভয় পাইছি",1
935,ঘিন্না হয় চেহারা দেখলে ওয়াক থু,1
936,এটা কি ভাই হাতি,1
937,তুমি,0
938,"গ্যাছে গ্যাছে এডায়,পাগোল হইছে টাকলার লগে লগে",1
939,বুইড়া ভ্যাম,1
940,শালা খায় কু..র মতো করে,1
941,তুই তো একটা প্রতিবন্দী,1
942,আপু চোখের মেকাপটা বাল লাগেনা নাইচ,1
943,অনেকেই বলতেছেন সাজাটা খারাপ হয়েছে।,1
944,হাসি টাহ মন থেকে দাওনি,0
945,সব আগুন এক সাথে,0
946,ইস মিস করলাম,0
947,এমন করে কেউ খায় পুরো গরুর মতো,1
948,এ সালা এতো মেয়েকে কিভাবে হেন্ডেল করে ।,1
949,তুই তাকালে থমকে থাকে আমার বুকের বাপাশ,0
950,পরিবেশের চেয়ে তোমার হাসিটা বেশি সুন্দর,0
